city_development_index,training_hours,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,target
0.91,162,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,3,0
0.924,29,city_104,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,50-99,Pvt Ltd,1,0
0.91,32,city_16,Female,No relevent experience,Full time course,High School,,2,50-99,,1,0
0.897,52,city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,,,>4,0
0.92,21,city_160,Male,No relevent experience,Full time course,High School,,6,,,never,0
0.923,160,city_83,Female,Has relevent experience,no_enrollment,Graduate,Other,10,,,>4,1
0.915,68,city_99,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,2,0
0.884,31,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,,2,0
0.926,50,city_114,,No relevent experience,Full time course,High School,,<1,,,never,0
0.624,13,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,2,1
0.897,55,city_136,,No relevent experience,,High School,,5,,,,0
0.92,109,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,1
0.624,6,city_21,,Has relevent experience,Full time course,Masters,STEM,>20,,,>4,1
0.92,54,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,0
0.897,152,city_136,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,,0
0.92,182,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,0
0.92,45,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,100-500,Funded Startup,2,0
0.92,101,city_160,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,oct-49,Pvt Ltd,4,1
0.92,68,city_103,,No relevent experience,,,,2,,,never,0
0.698,52,city_70,Male,Has relevent experience,no_enrollment,,,6,,,>4,0
0.91,16,city_16,Male,No relevent experience,no_enrollment,Graduate,Other,<1,500-999,Pvt Ltd,1,0
0.624,4,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,1,0
0.624,45,city_21,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1,0
0.939,53,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,1,<10,Funded Startup,1,1
0.92,45,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,0
0.91,66,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,never,0
0.92,160,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,never,0
0.926,138,city_114,,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,0
0.89,31,city_45,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,1,0
0.884,149,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Other,1,0
0.624,15,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Funded Startup,1,1
0.92,31,city_103,Male,Has relevent experience,no_enrollment,Primary School,,5,1000-4999,Pvt Ltd,never,0
0.92,2,city_103,Male,No relevent experience,Full time course,Graduate,STEM,6,,,never,1
0.698,72,city_14,,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,2,0
0.926,14,city_114,Male,No relevent experience,Part time course,Graduate,Business Degree,<1,10000+,Pvt Ltd,2,0
0.92,9,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,0
0.92,58,city_103,,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,1,1
0.926,97,city_114,,Has relevent experience,no_enrollment,,,>20,<10,Pvt Ltd,never,0
0.689,135,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,2,0
0.754,24,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,1
0.682,31,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.698,116,city_90,,Has relevent experience,Part time course,Masters,STEM,6,,,1,1
0.698,44,city_152,,Has relevent experience,Full time course,Masters,STEM,12,,,1,0
0.897,102,city_136,,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,4,0
0.921,48,city_167,Male,No relevent experience,Full time course,Graduate,STEM,10,1000-4999,Public Sector,1,0
0.897,36,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,>4,0
0.666,122,city_64,Male,Has relevent experience,no_enrollment,,,7,oct-49,Pvt Ltd,1,0
0.92,56,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,>4,1
0.92,62,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,0
0.866,143,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,0
0.55,30,city_11,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,1
0.855,25,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,0
0.92,10,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,4,1
0.776,9,city_40,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,0
0.92,25,city_103,Male,No relevent experience,no_enrollment,,,1,,,never,0
0.579,79,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,0
0.92,73,city_103,,Has relevent experience,no_enrollment,Masters,Business Degree,4,,,1,1
0.624,258,city_21,,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,0
0.624,28,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,0
0.624,19,city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,3,1
0.92,216,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,1
0.92,6,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,never,1
0.624,5,city_21,,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,never,1
0.91,24,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,,>4,0
0.55,106,city_11,,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,0
0.855,54,city_67,,No relevent experience,Full time course,Graduate,STEM,5,,,3,1
0.92,24,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
0.887,116,city_100,Male,Has relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,0
0.698,64,city_134,,No relevent experience,Full time course,High School,,3,,Pvt Ltd,never,0
0.92,106,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,oct-49,,1,0
0.624,51,city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,,,never,0
0.92,40,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,0
0.91,26,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,0
0.899,28,city_23,,Has relevent experience,,Graduate,Business Degree,2,,,1,0
0.698,178,city_90,Female,Has relevent experience,no_enrollment,Masters,STEM,6,oct-49,,1,0
0.555,102,city_145,Male,No relevent experience,Full time course,Graduate,STEM,7,oct-49,Pvt Ltd,1,1
0.836,124,city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,2,0
0.897,34,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,0
0.925,46,city_97,,Has relevent experience,no_enrollment,Graduate,STEM,11,oct-49,Early Stage Startup,1,0
0.897,18,city_136,Male,Has relevent experience,Full time course,Masters,STEM,13,,,1,0
0.926,16,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,0
0.92,158,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NGO,2,0
0.924,102,city_104,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,1,1
0.899,37,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,0
0.647,33,city_7,,No relevent experience,no_enrollment,Graduate,STEM,1,,,never,0
0.92,3,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,1
0.926,80,city_114,Male,Has relevent experience,no_enrollment,,,7,500-999,Other,3,1
0.92,31,city_103,,No relevent experience,Full time course,Graduate,STEM,4,,,never,1
0.624,59,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,1
0.624,4,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,,1,1
0.855,50,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,0
0.698,56,city_152,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,never,0
0.92,82,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,0
0.92,90,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,0
0.92,88,city_103,Male,Has relevent experience,Part time course,Graduate,Humanities,>20,<10,NGO,>4,0
0.92,46,city_103,,No relevent experience,no_enrollment,,,4,,,,0
0.624,28,city_21,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,1
0.698,56,city_76,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,0
0.739,50,city_55,Male,No relevent experience,Full time course,Masters,STEM,5,,,1,1
0.91,29,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,0
0.924,36,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,0
0.897,19,city_136,Male,Has relevent experience,Part time course,Masters,STEM,16,1000-4999,Pvt Ltd,1,0
0.92,54,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,,2,0
0.92,35,city_103,Male,No relevent experience,no_enrollment,Primary School,,5,,,never,0
0.624,44,city_21,,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,4,1
0.899,28,city_23,Male,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,never,0
0.897,55,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,0
0.91,148,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,,,1,1
0.802,19,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,0
0.624,16,city_21,,Has relevent experience,Full time course,Masters,STEM,20,50-99,,1,1
0.855,112,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,1,0
0.624,65,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,3,1
0.855,10,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,0
0.92,76,city_103,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
0.624,68,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,1
0.776,4,city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,0
0.624,39,city_21,Female,Has relevent experience,no_enrollment,,,5,,,1,0
0.856,18,city_54,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,>4,1
0.794,7,city_105,Male,No relevent experience,no_enrollment,Graduate,No Major,2,,,1,1
0.887,45,city_100,Male,Has relevent experience,no_enrollment,High School,,4,<10,Pvt Ltd,1,0
0.926,106,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
0.92,2,city_103,Male,Has relevent experience,,Graduate,Humanities,>20,100-500,NGO,1,0
0.866,87,city_57,Male,No relevent experience,Full time course,Graduate,STEM,4,,,never,0
0.754,92,city_73,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,0
0.836,25,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,>4,0
0.624,88,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,0
0.558,26,city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,1
0.924,8,city_104,Male,No relevent experience,no_enrollment,Masters,STEM,11,100-500,,1,0
0.754,39,city_73,Male,No relevent experience,Full time course,Graduate,STEM,3,,,never,1
0.624,157,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,3,1
0.926,72,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,0
0.754,290,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,1,1
0.727,122,city_142,Male,Has relevent experience,,Graduate,STEM,6,,,1,1
0.92,48,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,1
0.827,214,city_41,Male,No relevent experience,Full time course,High School,,8,,,2,0
0.926,19,city_114,,No relevent experience,no_enrollment,Primary School,,5,,,never,0
0.738,50,city_123,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,1
0.899,28,city_23,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,1000-4999,Pvt Ltd,>4,0
0.92,49,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,1,1
0.91,107,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,0
0.893,35,city_36,Male,No relevent experience,Full time course,Masters,STEM,7,500-999,Public Sector,1,0
0.579,4,city_74,Male,No relevent experience,,,,1,,,1,0
0.804,16,city_102,,No relevent experience,,Graduate,STEM,8,100-500,Pvt Ltd,1,1
0.92,8,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,15,50-99,Funded Startup,2,0
0.55,26,city_11,Male,Has relevent experience,Full time course,Graduate,STEM,4,oct-49,Pvt Ltd,1,1
0.624,23,city_21,Male,No relevent experience,no_enrollment,High School,,<1,,,never,0
0.896,31,city_50,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,50-99,Pvt Ltd,1,0
0.624,2,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,never,1
0.92,43,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,,,>4,0
0.624,100,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,0
0.91,57,city_16,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.926,198,city_114,,No relevent experience,no_enrollment,Graduate,STEM,14,oct-49,Pvt Ltd,1,0
0.92,50,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,0
0.897,24,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,0
0.92,8,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,,1,0
0.92,8,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Funded Startup,2,0
0.92,21,city_103,Male,No relevent experience,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,>4,0
0.624,272,city_21,Male,Has relevent experience,no_enrollment,,,7,,,1,1
0.624,20,city_21,,Has relevent experience,Full time course,Masters,STEM,9,,,never,0
0.899,144,city_23,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,oct-49,Funded Startup,4,0
0.92,80,city_103,Male,No relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,4,0
0.92,55,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,4,0
0.624,55,city_21,,No relevent experience,Part time course,Masters,STEM,1,5000-9999,Pvt Ltd,1,1
0.804,37,city_102,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,3,1
0.743,31,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,0
0.624,154,city_21,,Has relevent experience,,Graduate,STEM,14,,,>4,1
0.624,134,city_21,,No relevent experience,Full time course,Masters,STEM,2,,,never,0
0.92,22,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,4,0
0.893,14,city_36,,No relevent experience,no_enrollment,Masters,Other,9,10000+,Pvt Ltd,4,0
0.878,30,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,0
0.92,77,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,>4,0
0.624,40,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,1,1
0.887,218,city_100,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,oct-49,Pvt Ltd,1,0
0.698,117,city_90,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,0
0.92,11,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,50-99,Pvt Ltd,2,1
0.92,41,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.92,21,city_103,Male,No relevent experience,no_enrollment,High School,,4,,,never,0
0.884,15,city_71,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,1,0
0.802,35,city_65,,No relevent experience,no_enrollment,High School,,<1,,,never,0
0.924,16,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,oct-49,Early Stage Startup,1,0
0.92,15,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Public Sector,1,0
0.893,30,city_36,Male,No relevent experience,Full time course,High School,,2,100-500,Pvt Ltd,1,0
0.848,60,city_27,,No relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,0
0.92,14,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,,3,0
0.727,168,city_142,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,3,1
0.878,8,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,0
0.896,65,city_50,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,5000-9999,NGO,3,0
0.897,105,city_136,,Has relevent experience,Part time course,Masters,STEM,4,<10,Funded Startup,1,0
0.926,43,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,0
0.827,16,city_41,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,>4,0
0.624,131,city_21,,Has relevent experience,Full time course,Graduate,STEM,1,1000-4999,Pvt Ltd,,0
0.92,55,city_103,Male,No relevent experience,Full time course,High School,,9,,,never,1
0.926,33,city_114,Male,No relevent experience,Full time course,Graduate,STEM,11,,,2,1
0.689,30,city_149,Male,Has relevent experience,Full time course,Graduate,STEM,12,100-500,Pvt Ltd,3,0
0.74,28,city_53,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,0
0.924,19,city_104,,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,0
0.847,59,city_1,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,0
0.624,106,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,0
0.884,39,city_71,,Has relevent experience,Full time course,Graduate,STEM,8,,,,0
0.624,26,city_21,,Has relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,1
0.92,2,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0
0.516,46,city_43,Female,No relevent experience,no_enrollment,Graduate,STEM,3,,,1,1
0.925,19,city_89,Female,No relevent experience,Full time course,Graduate,STEM,4,,,never,1
0.563,54,city_42,,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,never,1
0.558,64,city_101,Male,Has relevent experience,Full time course,Graduate,STEM,1,oct-49,Pvt Ltd,1,1
0.92,35,city_160,,Has relevent experience,Full time course,Masters,STEM,8,,Public Sector,>4,0
0.555,25,city_145,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Pvt Ltd,1,0
0.926,14,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,oct-49,Funded Startup,2,0
0.624,74,city_21,,No relevent experience,Full time course,Graduate,STEM,3,,,never,0
0.92,72,city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,100-500,Pvt Ltd,1,0
0.804,62,city_102,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,0
0.92,5,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,1
0.939,26,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,>4,0
0.92,74,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,0
